rest_name,rest_address,time_open,price,avg_score,quality_score,price_score,service_score,space_score,location_score,link
Pizza 4P'S - Pizza Kiểu Nhật - Saigon Pearl,"Tầng Trệt,  Tầng Trệt, Ruby Home 1, 92 Nguyễn Hữu Cảnh, P. 22, Quận Bình Thạnh, TP. HCM",09:00 - 22:00,50.000 - 300.000,8.5,8.7,8.0,9.2,8.5,8.3,https://www.foody.vn/ho-chi-minh/pizza-4p-s-pizza-kieu-nhat-saigon-pearl
Shamoji Robata Yaki - Ẩm Thực Nhật Bản - Lê Thị Riêng,"29 - 31 Lê Thị Riêng, P. Bến Thành, Quận 1, TP. HCM",10:30 - 13:45 | 16:30 - 21:00,80.000 - 500.000,8.3,9.0,7.8,8.1,8.4,8.1,https://www.foody.vn/ho-chi-minh/shamoji-robata-yaki-am-thuc-nhat-ban-le-thi-rieng
Gà Rán Popeyes - Điện Biên Phủ,"58/13 Nguyễn Bỉnh Khiêm (Vòng Xoay Nguyễn Bỉnh Khiêm), P. Đa Kao, Quận 1, TP. HCM",10:00 - 21:00,30.000 - 170.000,6.9,6.9,6.8,6.6,6.9,7.5,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-dien-bien-phu
Lẩu Băng Chuyền Osaka1 - Lũy Bán Bích,"455 LũY BáN BíCh, P. Hòa Thạnh, Quận Tân Phú, TP. HCM",10:00 - 22:00,139.000 - 149.000,6.3,6.4,6.5,6.2,6.3,6.4,https://www.foody.vn/ho-chi-minh/lau-bang-chuyen-osaka1-luy-ban-bich
Morico - Contemporary Japanese Lifestyle - Lê Lợi,"30 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 19:30,70.000 - 165.000,7.7,8.1,6.9,7.9,7.9,7.9,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-le-loi
Gà Rán Popeyes - Sân Bay Tân Sơn Nhất,"Sân Bay Tân Sơn Nhất, Bạch Đằng, Quận Tân Bình, TP. HCM",Đang mở cửa  Cả ngày | 09:30 - 21:00,30.000 - 170.000,6.4,6.3,6.1,5.9,6.6,7.2,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-san-bay-tan-son-nhat
Lẩu Băng Chuyền Osaka1 - Nguyễn Hồng Đào,"78 Nguyễn Hồng Đào, P. 14, Quận Tân Bình, TP. HCM",10:00 - 22:00,39.000 - 149.000,7.1,7.0,7.4,7.1,6.9,7.1,https://www.foody.vn/ho-chi-minh/lau-bang-chuyen-osaka1-nguyen-hong-dao
Lẩu Băng Chuyền Osaka - Phổ Quang,"102 Phổ Quang, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,159.000 - 299.000,6.3,6.4,6.2,6.3,6.2,6.4,https://www.foody.vn/ho-chi-minh/lau-bang-chuyen-osaka-pho-quang
Gà Rán Popeyes - Thảo Điền,"20 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10:00 - 21:00,40.000 - 80.000,7.5,7.8,7.4,7.3,7.5,7.3,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-thao-dien
Morico - Contemporary Japanese Lifestyle - Vincom Center,"Tầng B3 Vincom Center, 70 - 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,70.000 - 220.000,7.7,8.2,6.9,7.9,7.7,7.8,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-vincom-center
Lẩu Băng Chuyền Osaka - Đường D2,"125 - 127 Đường D2, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 22:00,159.000 - 299.000,,5.3,6.1,5.3,5.6,6.5,https://www.foody.vn/ho-chi-minh/lau-bang-chuyen-osaka-duong-d2
Gà Rán Popeyes - Lũy Bán Bích,"661 Lũy Bán Bích, P. Hòa Thạnh, Quận Tân Phú, TP. HCM",09:30 - 21:00,10.000 - 200.000,6.2,6.2,6.3,5.9,6.1,6.5,https://www.foody.vn/ho-chi-minh/popeyes-luy-ban-bich
Morico - Contemporary Japanese Lifestyle - Saigon Pearl,"Saigon Pearl, 92 Nguyễn Hữu Cảnh, Quận Bình Thạnh, TP. HCM",10:00 - 21:00,70.000 - 165.000,7.8,8.2,7.1,8.2,8.0,7.7,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-saigon-pearl
Pepper Lunch Express - Menas Saigon Airport,"Tầng 4,  Lô ABC - Tầng 5, Khu Ẩm Thực YUM FOOD VILLAGE, Menas Saigon Airport, Số 60A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",09:00 - 22:00,200.000 - 550.000,7.2,7.6,6.7,7.1,7.1,7.7,https://www.foody.vn/ho-chi-minh/pepper-lunch-express-menas-saigon-airport
Gà Rán Popeyes - Nguyễn Gia Trí,"67-69 Nguyễn Gia Trí (Đường D2), Quận Bình Thạnh, TP. HCM",10:00 - 21:00,40.000 - 88.000,6.9,6.8,6.9,6.9,6.8,7.2,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-duong-d2
Morico - Contemporary Japanese Lifestyle - Mplaza Saigon,"Mplaza Saigon, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 21:00,70.000 - 165.000,7.8,8.2,6.9,7.9,7.9,8.0,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-mplaza-saigon
Pepper Lunch Express - Parkson Hùng Vương,"Tầng 3,  Tầng 3 Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",10:00 - 22:00,50.000 - 200.000,7.5,8.4,6.8,7.7,6.9,7.7,https://www.foody.vn/ho-chi-minh/pepper-lunch-express-parkson-hung-vuong
Pepper Lunch - Crescent Mall,"Tầng 5,  Tầng 5 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 22:00,78.000 - 200.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-crescent-mall
Gà Rán Popeyes - Dương Bá Trạc,"222 Dương Bá Trạc, P. 2, Quận 8, TP. HCM",09:30 - 21:00,40.000 - 88.000,6.7,6.6,6.9,6.5,6.5,6.9,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-duong-ba-trac
Morico - Contemporary Japanese Lifestyle - Crescent Mall,"Tầng 2,  Tầng 2 Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",11:00 - 18:00,70.000 - 165.000,7.9,8.3,7.0,7.9,8.1,8.1,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-crescent-mall
Pepper Lunch Express - Crescent Mall,"Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",09:00 - 21:00,100.000 - 200.000,7.7,7.5,7.8,7.5,7.8,7.8,https://www.foody.vn/ho-chi-minh/pepper-lunch-express-crescent-mall
Gà Rán Popeyes - Lê Đại Hành,"397A Lê Đại Hành, P. 11, Quận 11, TP. HCM",09:30 - 21:00,30.000 - 170.000,6.8,6.9,6.9,6.6,6.6,7.1,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-le-dai-hanh
Morico - Contemporary Japanese Lifestyle - Somerset,"11 Mạc Đĩnh Chi, P. Bến Nghé, Quận 1, TP. HCM",10:30 - 21:00,70.000 - 220.000,8.0,8.4,7.3,8.3,8.1,8.0,https://www.foody.vn/ho-chi-minh/morico-modern-japanese-restaurant-cafe-somerset
Hoàng Yến Vietnamese Cuisine - Hai Bà Trưng,"148 Hai Bà Trưng, P. Đa Kao, Quận 1, TP. HCM",09:00 - 23:00,100.000 - 550.000,7.7,7.8,6.5,7.6,8.3,8.1,https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-hai-ba-trung
Gà Rán Popeyes - Nguyễn Thị Thập,"332 Nguyễn Thị Thập, P. Tân Quy, Quận 7, TP. HCM",09:30 - 21:00,30.000 - 150.000,6.8,6.6,6.8,6.5,7.0,7.2,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-nguyen-thi-thap
Morico - Contemporary Japanese Lifestyle - Diamond Island,"Đảo Kim Cương, P. Bình Trưng Tây, Tp. Thủ Đức, TP. HCM",09:30 - 14:00 | 17:00 - 21:00,38.000 - 588.000,,5.8,5.8,5.4,6.2,4.4,https://www.foody.vn/ho-chi-minh/morico-contemporary-japanese-lifestyle-diamond-island
Hoàng Yến Vietnamese Cuisine - Parkson Hùng Vương,"Tầng 3,  Tầng 3, Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",09:00 - 22:00,100.000 - 550.000,7.3,7.3,6.4,7.3,7.7,7.7,https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-parkson-hung-vuong
Gà Rán Popeyes - Tùng Thiện Vương,"311 Tùng Thiện Vương, Quận 8, TP. HCM",09:30 - 21:00,40.000 - 88.000,6.5,6.5,6.5,6.3,6.6,6.5,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-tung-thien-vuong
Yoshino Japanese Restaurant - Lotte Hotel Saigon,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,100.000 - 550.000,7.5,7.0,5.3,7.9,8.2,8.9,https://www.foody.vn/ho-chi-minh/yoshino-japanese-restaurant-lotte-hotel-saigon
Hoàng Yến Vietnamese Cuisine - Ngô Đức Kế,"7 - 9 Ngô Đức Kế, Quận 1, TP. HCM",07:00 - 22:00,100.000 - 550.000,7.3,7.2,6.7,7.0,7.8,7.6,https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-ngo-duc-ke
Gà Rán Popeyes - Lê Đức Thọ,"121 Lê ĐứC Thọ, Quận Gò Vấp, TP. HCM",09:30 - 21:00,40.000 - 88.000,6.3,6.4,6.1,6.0,6.7,6.4,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-le-duc-tho
Crystal Jade Palace - Lotte Legend Saigon Hotel,"Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:00 | 17:00 - 22:00,66.000 - 500.000,9.6,9.7,9.5,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/crystal-jade-palace-legend-lounge-sai-gon
Hoàng Yến Vietnamese Cuisine - Hồ Bán Nguyệt,"Lô CR1-12, 103 Tôn Dật Tiên, Quận 7, TP. HCM",10:00 - 22:00,100.000 - 550.000,8.2,8.1,7.3,8.0,9.0,8.8,https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-ho-ban-nguyet
Legend Lounge - Lotte Legend Saigon Hotel,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,150.000 - 300.000,7.7,7.0,7.0,7.7,8.7,7.9,https://www.foody.vn/ho-chi-minh/legend-lounge-lotte-legend-hotel
Hoàng Yến Vietnamese Cuisine - Sunrise City,"Sunrise City, 23 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 22:00,100.000 - 550.000,7.2,7.3,6.3,7.2,8.0,7.3,https://www.foody.vn/ho-chi-minh/hoang-yen-cuisine-sunrise-city
Hotpot Story AEON Mall Tân Phú,"Tầng 3,  Lô T49, Tầng 3, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.2,7.5,6.9,7.2,7.3,7.2,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-tan-phu
Lotte Legend Saigon Hotel,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,200.000 - 500.000,8.1,8.3,6.9,8.4,8.6,8.3,https://www.foody.vn/ho-chi-minh/lotte-legend-hotel-saigon
Yoshino Japanese Restaurant - Lotte Hotel Saigon,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",11:30 - 14:30 | 18:00 - 22:00,100.000 - 550.000,7.5,7.0,5.3,7.9,8.2,8.9,https://www.foody.vn/ho-chi-minh/yoshino-japanese-restaurant-lotte-hotel-saigon
Hotpot Story SC VivoCity,"Tầng 4,  Lô 04 - 05A, Tầng 4, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.1,7.1,6.8,7.2,6.8,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-vivocity
Tropicana Pool Bar & Eatery - Lotte Legend Saigon Hotel,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",18:00 - 01:00,Đang cập nhật,6.4,1.0,10.0,1.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/tropicana-pool-bar-eatery-lotte-legend-saigon-hotel
Crystal Jade Palace - Lotte Legend Saigon Hotel,"Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 14:00 | 17:00 - 22:00,66.000 - 500.000,9.6,9.7,9.5,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/crystal-jade-palace-legend-lounge-sai-gon
Hotpot Story Vincom Thủ Đức,"Lô 10-10A, Tầng 3, TTTM Vincom Thủ Đức, 216 Võ Văn Ngân, P. Bình Thọ, Tp. Thủ Đức, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.6,7.8,7.1,7.7,7.6,7.6,https://www.foody.vn/ho-chi-minh/hotpot-story-vincom-thu-duc
Sushi Tei - Lý Tự Trọng,"200A Lý Tự Trọng (Ngã 4 Trương Định), P. Bến Thành, Quận 1, TP. HCM",11:00 - 23:00,250.000 - 500.000,9.2,9.3,9.0,9.2,9.3,9.3,https://www.foody.vn/ho-chi-minh/sushi-tei-ly-tu-trong
Legend Lounge - Lotte Legend Saigon Hotel,"Lotte Legend Hotel, 2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,150.000 - 300.000,7.7,7.0,7.0,7.7,8.7,7.9,https://www.foody.vn/ho-chi-minh/legend-lounge-lotte-legend-hotel
Hotpot Story Vincom Gò Vấp,"Tầng 4,  L4 - 07, Tầng 4, Vincom Plaza Gò Vấp, 12 Phan Văn Trị, P. 7, Quận Gò Vấp, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.0,7.3,6.7,6.6,7.2,7.3,https://www.foody.vn/ho-chi-minh/hotpot-story-vincom-go-vap
Lotte Legend Saigon Hotel,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,200.000 - 500.000,8.1,8.3,6.9,8.4,8.6,8.3,https://www.foody.vn/ho-chi-minh/lotte-legend-hotel-saigon
Sushi Tei - Cao Thắng,"26 Cao Thắng, P. 5, Quận 3, TP. HCM",11:00 - 23:00,40.000 - 500.000,9.6,9.6,9.4,9.6,9.6,9.6,https://www.foody.vn/ho-chi-minh/sushi-tei-cao-thang
Hotpot Story Takashimaya,"Lô L5-02, Tầng 5, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.4,7.6,7.0,7.4,7.4,7.6,https://www.foody.vn/ho-chi-minh/hotpot-story-takashimaya
Tropicana Pool Bar & Eatery - Lotte Legend Saigon Hotel,"2A - 4A Tôn Đức Thắng, P. Bến Nghé, Quận 1, TP. HCM",18:00 - 01:00,Đang cập nhật,6.4,1.0,10.0,1.0,10.0,10.0,https://www.foody.vn/ho-chi-minh/tropicana-pool-bar-eatery-lotte-legend-saigon-hotel
Sushi Tei - Nguyễn Thị Minh Khai,"5A Nguyễn Thị Minh Khai, P. Bến Nghé, Quận 1, TP. HCM",11:00 - 23:00,250.000 - 500.000,9.9,9.9,9.9,9.9,9.9,9.9,https://www.foody.vn/ho-chi-minh/sushi-tei-nguyen-thi-minh-khai
Hotpot Story Aeon Mall Bình Tân,"Tầng 3,  Lô T06, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông B, Quận Bình Tân, TP. HCM",10:00 - 21:30,50.000 - 30.000,6.8,6.7,6.6,6.8,6.8,6.9,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-binh-tan
Square One - Park Hyatt Saigon,"Tầng Lửng Park Hyatt Hotel, 2 Công Trường Lam Sơn, Quận 1, TP. HCM",11:30 - 14:30 | 18:00 - 22:30,90.000 - 2.990.000,8.3,8.6,7.0,9.0,8.9,8.4,https://www.foody.vn/ho-chi-minh/square-one-park-hyatt-saigon
San Fu Lou - Ẩm Thực Quảng Đông - Lê Lai,"Tầng Trệt, AB Tower, 76A Lê Lai, P. Bến Thành, Quận 1, TP. HCM",07:00 - 03:00,30.000 - 190.000,7.8,7.9,6.9,7.8,8.2,8.3,https://www.foody.vn/ho-chi-minh/nha-hang-san-fu-lou
Hotpot Story - Big C Oriental Plaza Âu Cơ,"Gian Hàng Shop 3, Big C Oriental Plaza Âu Cơ, 685 Âu Cơ, P.Tân Thành, Quận Tân Phú, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.3,7.4,7.2,7.2,7.4,7.5,https://www.foody.vn/ho-chi-minh/hotpot-story-big-c-oriental-plaza-au-co
Marukame Udon - AEON Mall Tân Phú,"Tầng 3,  Tầng 3 AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",09:00 - 22:00,60.000 - 165.000,7.5,8.0,7.0,7.6,7.6,7.4,https://www.foody.vn/ho-chi-minh/marukame-udon-aeon-mall
San Fu Lou - Ẩm Thực Quảng Đông - Phan Xích Long,"195 - 197 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",07:00 - 21:30,30.000 - 190.000,7.4,7.5,6.5,7.4,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-cantonese-kitchen-phan-xich-long
Hotpot Story Phan Xích Long,"202 Phan Xích Long, P. 2, Quận Phú Nhuận, TP. HCM",10:00 - 21:30,50.000 - 300.000,6.5,6.3,6.6,6.1,6.5,7.1,https://www.foody.vn/ho-chi-minh/hotpot-story-phan-xich-long
Marukame Udon - Udon & Tempura - Lý Tự Trọng,"215 Lý Tự Trọng, P. Bến Thành, Quận 1, TP. HCM",07:00 - 21:30,60.000 - 300.000,7.4,7.8,6.7,7.2,7.4,7.8,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura
San Fu Lou - Ẩm Thực Quảng Đông - Cao Thắng,"2A Cao Thắng, P. 5, Quận 3, TP. HCM",07:45 - 22:00,30.000 - 190.000,7.6,7.7,6.9,7.7,7.9,7.9,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-cao-thang
Marukame Udon - SC VivoCity,"Tầng 2,  Tầng 2 - SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong, Quận 7, TP. HCM",10:00 - 22:00,60.000 - 170.000,7.4,7.7,6.8,7.3,7.3,7.7,https://www.foody.vn/ho-chi-minh/marukame-udon-sc-vivocity
Hotpot Story Quang Trung,"16 Quang Trung, P. 10, Quận Gò Vấp, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.3,7.3,7.2,7.2,7.2,7.5,https://www.foody.vn/ho-chi-minh/hotpot-story-quang-trung
San Fu Lou - Ẩm Thực Quảng Đông - Crescent Mall,"Tầng Trệt,  Tầng Trệt Crescent Mall, 101 Tôn Dật Tiên, P. Tân Phú, Quận 7, TP. HCM",07:00 - 22:00,30.000 - 190.000,7.1,7.5,6.4,6.9,7.3,7.6,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-trung-hoa-crescent-mall
Hotpot Story Pearl Plaza,"Tầng 4,  L4-05, Lầu 4, Pearl Plaza, 561A Điện Biên Phủ, P. 25, Quận Bình Thạnh, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.5,7.1,7.1,7.7,7.9,7.7,https://www.foody.vn/ho-chi-minh/hotpot-story-pearl-plaza
Marukame Udon - Udon & Tempura - Hai Bà Trưng,"342 - 344 Hai Bà Trưng, P. Tân Định, Quận 1, TP. HCM",10:00 - 22:00,60.000 - 300.000,7.3,7.6,6.6,7.3,7.5,7.7,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-hai-ba-trung
San Fu Lou - Ẩm Thực Quảng Đông - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,30.000 - 190.000,7.4,7.9,6.9,7.7,7.4,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-vincom-center
Marukame Udon - Udon & Tempura - AEON Mall Bình Tân,"Tầng 3,  Lô T5, Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, P. Bình Trị Đông, Quận Bình Tân, TP. HCM",10:00 - 22:00,80.000 - 100.000,7.6,8.1,6.9,7.5,7.7,7.8,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-aeon-mall-binh-tan
Hotpot Story Lotte Mart Nam Sài Gòn,"1F1-5, TầNg 1, Lotte Mart Nam Sài Gòn, 469 Nguyễn Hữu Thọ, P. Tân Hưng, Quận 7, TP. HCM",10:00 - 21:30,50.000 - 300.000,7.1,7.0,6.7,7.2,7.3,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-lotte-mart-nam-sai-gon
San Fu Lou - Ẩm Thực Quảng Đông - Quang Trung,"1 Quang Trung, P. 3, Quận Gò Vấp, TP. HCM",11:00 - 22:00,45.000 - 250.000,7.3,7.3,7.3,6.7,7.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-quang-trung
Marukame Udon - Thảo Điền,"27 Thảo Điền, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,69.000 - 100.000,7.6,7.6,6.8,7.5,7.9,7.9,https://www.foody.vn/ho-chi-minh/marukame-udon-tempura
Hotpot Story Vạn Hạnh Mall,"Tầng 6,  Lô 6-12, Tầng 6, Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",09:00 - 21:30,50.000 - 300.000,7.1,6.9,6.9,7.0,7.1,7.4,https://www.foody.vn/ho-chi-minh/hotpot-story-van-hanh-mall
San Fu Lou - Song Hành,"40 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 21:30,30.000 - 190.000,6.4,6.8,6.0,5.3,6.5,7.3,https://www.foody.vn/ho-chi-minh/san-fu-lou-song-hanh
Marukame Udon - Udon & Tempura - Vạn Hạnh Mall,"Tầng 6, 6-08&7A Vạn Hạnh Mall, 11 Sư Vạn Hạnh, P. 12, Quận 10, TP. HCM",10:00 - 21:30,39.000 - 119.000,7.9,7.6,7.4,7.4,8.4,8.8,https://www.foody.vn/ho-chi-minh/marukame-udon-udon-tempura-van-hanh-mall
San Fu Lou - Dimsum & Hotpot - Song Hành,"40 Song Hành, KĐT. An Phú, P. An Phú, Tp. Thủ Đức, TP. HCM",07:00 - 10:00,30.000 - 190.000,,1.0,1.0,1.0,3.0,4.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-dimsum-hotpot-song-hanh
Pepper Lunch - AEON Mall Tân Phú,"Gian Hàng L3, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ, Quận Tân Phú, TP. HCM",09:00 - 21:30,200.000 - 550.000,7.3,7.9,6.2,7.3,7.6,7.4,https://www.foody.vn/ho-chi-minh/pepper-lunch-aeon-mall
San Fu Lou - Ẩm Thực Quảng Đông - Trường Sơn,"18A Trường Sơn, P. 2, Quận Tân Bình, TP. HCM",10:00 - 22:00,30.000 - 190.000,8.8,8.0,6.5,10.0,9.5,10.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-truong-son
Pepper Lunch - Vincom Center,"Tầng Hầm 3,  Tầng B3 Vincom Center, 72 Lê Thánh Tôn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,200.000 - 550.000,7.3,8.0,6.4,7.1,7.3,7.5,https://www.foody.vn/ho-chi-minh/pepper-lunch-vincom-center
San Fu Lou - Ẩm Thực Quảng Đông - Mplaza,"Tầng B1 Mplaza, 39 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 21:00,30.000 - 190.000,9.0,10.0,7.0,10.0,10.0,8.0,https://www.foody.vn/ho-chi-minh/san-fu-lou-am-thuc-quang-dong-mplaza
Pepper Lunch - Saigon Centre,"Tầng 5,  Tầng 5, Saigon Centre, 65 Lê Lợi, P. Bến Nghé, Quận 1, TP. HCM",10:00 - 22:00,100.000 - 200.000,7.2,7.3,6.5,7.4,7.4,7.5,https://www.foody.vn/ho-chi-minh/pepper-lunch-saigon-centre
Gạo Nếp - Lẩu & Nướng - Đường D6,"1 Đường D6, P. Phước Long B, Quận 9, TP. HCM",10:00 - 22:00,Đang cập nhật,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/gao-nep-lau-nuong-duong-d6.zeobmn
Pepper Lunch - Estella Place,"Tầng 3, Estella Place, 88 Song Hành, P. An Phú, Tp. Thủ Đức, TP. HCM",10:00 - 22:00,30.000 - 100.000,8.0,8.0,7.5,8.0,8.5,8.0,https://www.foody.vn/ho-chi-minh/pepper-lunch-estella-place
Fuji Japanese Restaurant 富士 - Nikko Saigon Hotel,"Tầng Trệt Nikko Saigon Hotel, 235 Nguyễn Văn Cừ, P. Phạm Ngũ Lão, Quận 1, TP. HCM",11:00 - 14:30 | 17:30 - 22:30,200.000 - 1.000.000,8.0,8.5,6.9,8.3,8.2,8.1,https://www.foody.vn/ho-chi-minh/fuji-teppanyaki-sushi
Pepper Lunch - Vincom Mega Mall Thảo Điền,"Tầng 5,  Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P. Thảo Điền, Tp. Thủ Đức, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-vincom-mega-mall-thao-dien
Pepper Lunch - Parkson Hùng Vương,"Tầng 3,  Tầng 3 Parkson Hùng Vương, 126 Hùng Vương, P. 12, Quận 5, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-parkson-hung-vuong
La Brasserie Restaurant - Hotel Nikko Saigon,"Hotel Nikko Saigon, 235 Nguyễn Văn Cừ, Quận 1, TP. HCM",06:00 - 22:00,1.300.000 - 2.000.000,8.0,8.1,7.1,8.2,8.4,8.2,https://www.foody.vn/ho-chi-minh/la-brasserie-nikko-saigon
Pepper Lunch - Diamond Plaza,"Tầng 4,  Tầng 4 Diamond Plaza, 34 Lê Duẩn, P. Bến Nghé, Quận 1, TP. HCM",09:00 - 22:00,50.000 - 250.000,_._,--,--,--,--,--,https://www.foody.vn/ho-chi-minh/pepper-lunch-diamond-plaza
Stix - Hải Sản Cao Cấp,"174A Nguyễn Đình Chiểu, P. 6, Quận 3, TP. HCM",10:00 - 23:00,1.000.000 - 1.650.000,7.6,7.8,6.8,7.4,8.1,7.9,https://www.foody.vn/ho-chi-minh/stix-hai-san-cao-cap
Ming Court Restaurant - Hotel Nikko Saigon,"Hotel Nikko Saigon, 235 Nguyễn Văn Cừ, P. Phạm Ngũ Lão, Quận 1, TP. HCM",11:00 - 14:00 | 18:00 - 22:00,499.000 - 599.000,8.1,7.9,7.2,8.5,8.4,8.5,https://www.foody.vn/ho-chi-minh/ming-court-chinese-restaurant-nikko-saigon
